学科,年份,省份,类型,客观题数,客观缺口,合计缺口,听力题,源文件路径
politics,2014,guangdong,independent,2,2,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/politics/2014/2014年高考政治试卷（广东）（解析卷）.docx
biology,2017,national,national_ii,7,2,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/biology/2017/2017年高考生物试卷（新课标Ⅱ）（解析卷）.docx
biology,2017,national,national_i,5,2,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/biology/2017/2017年高考生物试卷（新课标Ⅰ）（解析卷）.docx
politics,2014,zhejiang,independent,2,2,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/politics/2014/2014年高考政治试卷（浙江）（解析卷）.docx
biology,2016,tianjin,independent,6,2,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/biology/2016/2016年高考生物试卷（天津）（解析卷）.docx
english,2013,national,national_i,50,2,2,19,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/english/2013/2013年高考英语试卷（新课标Ⅰ卷）（解析卷）.docx
biology,2008,sichuan,independent,7,2,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/biology/2008/2008年高考生物试卷（四川）（解析卷）.docx
biology,2021,hunan,independent,18,2,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/biology/2021/2021年高考生物试卷（湖南）（解析卷）.docx
biology,2012,chongqing,independent,2,2,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/biology/2012/2012年高考生物试卷（重庆）（解析卷）.docx
history,2024,hunan,independent,4,2,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/history/2024/2024年高考历史试卷（湖南）（解析卷）.docx
history,2024,zhejiang,independent,16,2,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/history/2024/2024年高考历史试卷（浙江）（1月）（解析卷）.docx
history,2024,shanghai,independent,3,2,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/history/2024/2024年高考历史试卷（上海）（回忆版）（解析卷）.docx
history,2012,guangdong,independent,6,2,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/history/2012/2012年高考历史试卷（广东）（解析卷）.docx
english,2023,beijing,independent,19,2,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/english/2023/2023年高考英语试卷（北京）（机考 无听力）（解析卷）.docx
politics,2021,zhejiang,independent,13,2,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/politics/2021/2021年高考政治试卷（浙江）（1月）（解析卷）.docx
chemistry,2016,jiangsu,independent,17,2,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chemistry/2016/2016年高考化学试卷（江苏）（解析卷）   .docx
chemistry,2014,chongqing,independent,9,2,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chemistry/2014/2014年高考化学试卷（重庆）（解析卷）.docx
chemistry,2014,jiangsu,independent,16,2,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chemistry/2014/2014年高考化学试卷（江苏）（解析卷）   .docx
biology,2023,tianjin,independent,18,2,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/biology/2023/2023年高考生物试卷（天津）（解析卷）.docx
chemistry,2013,chongqing,independent,2,2,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chemistry/2013/2013年高考化学试卷（重庆）（解析卷）.docx
geography,2021,hainan,independent,20,2,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/geography/2021/2021年高考地理试卷（海南）（解析卷）.docx
geography,2011,tianjin,independent,13,2,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/geography/2011/2011年高考地理试卷（天津）（解析卷）.docx
chemistry,2010,guangdong,independent,9,2,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chemistry/2010/2010年高考化学试卷（广东）（解析卷）.docx
chemistry,2010,sichuan,independent,9,2,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chemistry/2010/2010年高考化学试卷（四川）（解析卷）.docx
geography,2022,jiangsu,independent,23,2,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/geography/2022/2022年高考地理试卷（江苏）（解析卷）.docx
biology,2023,chongqing,independent,19,2,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/biology/2023/2023年高考生物试卷（重庆）（解析卷）.docx
geography,2024,liaoning,independent,16,2,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/geography/2024/2024年高考地理试卷（辽宁）（解析卷）.docx
english,2013,shanghai,independent,3,1,41,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/english/2013/2013年高考英语试卷（上海）（秋考）（解析卷）.docx
math,2010,shaanxi,independent,1,1,31,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/math/2010/2010年高考数学试卷（文）（陕西）（解析卷）.docx
math,2019,jiangsu,independent,15,1,24,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/math/2019/2019年高考数学试卷（江苏）（解析卷）.docx
math,2013,jiangsu,independent,1,1,20,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/math/2013/2013年高考数学试卷（江苏）（解析卷）.docx
english,2015,shanghai,independent,14,1,18,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/english/2015/2015年高考英语试卷（上海）（秋考）（解析卷）.docx
chinese,2016,shanghai,independent,11,1,17,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2016/2016年高考语文试卷（上海）（秋考）（解析卷）.docx
english,2016,national,national_i,33,1,17,20,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/english/2016/2016年高考英语试卷（新课标Ⅰ卷）（解析卷）.docx
chinese,2010,zhejiang,independent,9,1,15,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2010/2010年高考语文试卷（浙江）（解析卷）.docx
english,2018,national,national_ii,35,1,14,20,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/english/2018/2018年高考英语试卷（新课标Ⅱ卷）（解析卷）.docx
chinese,2009,guangdong,independent,9,1,13,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2009/2009年高考语文试卷（广东）（解析卷）.docx
english,2019,beijing,independent,16,1,13,1,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/english/2019/2019年高考英语试卷（北京）（机考 无听力）（解析卷）.docx
chinese,2010,tianjin,independent,4,1,13,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2010/2010年高考语文试卷（天津）（解析卷）.docx
chinese,2011,hunan,independent,10,1,12,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2011/2011年高考语文试卷（湖南）（解析卷）.docx
math,2011,jiangxi,independent,22,1,12,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/math/2011/2011年高考数学试卷（文）（江西）（解析卷）.docx
chinese,2016,national,national_i,5,1,12,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2016/2016年高考语文试卷（新课标Ⅰ卷）（解析卷）.docx
english,2011,shaanxi,independent,41,1,11,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/english/2011/2011年高考英语试卷（陕西）（解析卷）.docx
chemistry,2018,zhejiang,independent,25,1,11,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/chemistry/2018/2018年高考化学试卷（浙江）【11月】（解析卷）.docx
english,2008,zhejiang,independent,39,1,11,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/english/2008/2008年高考英语试卷（浙江）（解析卷）.docx
english,2017,national,national_ii,37,1,11,20,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/english/2017/2017年高考英语试卷（新课标Ⅱ卷）（解析卷）.docx
chinese,2010,shandong,independent,10,1,11,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2010/2010年高考语文试卷（山东）（解析卷）.docx
biology,2023,hunan,independent,22,1,10,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/biology/2023/2023年高考生物试卷（湖南）（解析卷）.docx
biology,2014,shanghai,independent,1,1,10,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/biology/2014/2014年高考生物试卷（上海）（解析卷）.docx
english,2010,national,national_i,55,1,10,20,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/english/2010/2010年高考英语试卷（新课标Ⅰ卷）（解析卷）.docx
biology,2020,shanghai,independent,26,1,8,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/biology/2020/2020年高考生物试卷（上海）（解析卷）.docx
chinese,2009,jiangsu,independent,6,1,8,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2009/2009年高考语文试卷（江苏）（解析卷）.docx
chinese,2015,chongqing,independent,10,1,8,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2015/2015年高考语文试卷（重庆）（解析卷）.docx
politics,2012,sichuan,independent,2,1,8,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/politics/2012/2012年高考政治试卷（四川）（解析卷）.docx
geography,2008,hainan,independent,19,1,8,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/geography/2008/2008年高考地理试卷（海南）（解析卷）.docx
math,2009,shaanxi,independent,12,1,7,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/math/2009/2009年高考数学试卷（文）（陕西）（解析卷）.docx
history,2022,national,national_a,10,1,7,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/history/2022/2022年高考历史试卷（全国甲卷）（解析卷）.docx
chinese,2016,shandong,independent,14,1,7,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2016/2016年高考语文试卷（山东）（解析卷）.docx
chinese,2019,national,national_i,5,1,7,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2019/2019年高考语文试卷（新课标Ⅰ卷）（解析卷）.docx
math,2017,national,national_iii,13,1,7,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/math/2017/2017年高考数学试卷（文）（新课标Ⅲ）（解析卷）.docx
chinese,2021,zhejiang,independent,12,1,6,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2021/2021年高考语文试卷（浙江）（解析卷）.docx
history,2012,shandong,independent,3,1,6,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/history/2012/2012年高考历史试卷（山东）（解析卷）.docx
politics,2019,national,national_iii,10,1,6,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/politics/2019/2019年高考政治试卷（新课标Ⅲ）（解析卷）.docx
english,2014,tianjin,independent,35,1,6,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/english/2014/2014年高考英语试卷（天津）（解析卷）.docx
chinese,2009,beijing,independent,9,1,5,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2009/2009年高考语文试卷（北京）（解析卷）.docx
chinese,2008,jiangsu,independent,7,1,5,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2008/2008年高考语文试卷（江苏）（解析卷）.docx
math,2009,zhejiang,independent,11,1,5,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/math/2009/2009年高考数学试卷（文）（浙江）（解析卷）.docx
english,2011,shanghai,independent,1,1,5,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/english/2011/2011年高考英语试卷（上海）（秋考）（解析卷）.docx
chinese,2014,national,national_ii,7,1,5,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2014/2014年高考语文试卷（新课标Ⅱ卷）（解析卷）.docx
chinese,2020,hainan,new_gaokao_ii,13,1,5,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/chinese/2020/2020年高考语文试卷（新高考Ⅱ卷）（海南）（解析卷）.docx
chinese,2012,beijing,independent,8,1,5,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2012/2012年高考语文试卷（北京）（解析卷）.docx
chemistry,2014,anhui,independent,3,1,5,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chemistry/2014/2014年高考化学试卷（安徽）（解析卷）.docx
chinese,2012,tianjin,independent,8,1,5,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2012/2012年高考语文试卷（天津）（解析卷）.docx
chinese,2012,jiangsu,independent,3,1,5,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2012/2012年高考语文试卷（江苏）（解析卷）   .docx
biology,2014,national,national_ii,5,1,5,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/biology/2014/2014年高考生物试卷（新课标Ⅱ）（解析卷）.docx
math,2012,shaanxi,independent,4,1,5,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/math/2012/2012年高考数学试卷（文）（陕西）（解析卷）.docx
chinese,2022,national,national_a,13,1,5,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/chinese/2022/2022年高考语文试卷（全国甲卷）（解析卷）.docx
geography,2012,shandong,independent,7,1,5,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/geography/2012/2012年高考地理试卷（山东）（解析卷）.docx
chinese,2013,jiangsu,independent,4,1,5,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2013/2013年高考语文试卷（江苏）（解析卷）   .docx
politics,2019,tianjin,independent,11,1,5,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/politics/2019/2019年高考政治试卷（天津）（解析卷）.docx
physics,2014,beijing,independent,9,1,5,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/physics/2014/2014年高考物理试卷（北京）（解析卷）.docx
biology,2025,national,independent,24,1,4,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/biology/2025/2025年高考生物试卷（黑吉辽蒙卷）（解析卷）.docx
biology,2012,fujian,independent,1,1,4,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/biology/2012/2012年高考生物试卷（福建）（解析卷）.docx
biology,2014,guangdong,independent,1,1,4,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/biology/2014/2014年高考生物试卷（广东）（解析卷）.docx
biology,2019,national,national_iii,5,1,4,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/biology/2019/2019年高考生物试卷（新课标Ⅲ）（解析卷）.docx
biology,2024,hebei,independent,19,1,4,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/biology/2024/2024年高考生物试卷（河北）（解析卷）.docx
biology,2024,liaoning,independent,11,1,4,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/biology/2024/2024年高考生物试卷（辽宁）（解析卷）.docx
chemistry,2012,anhui,independent,1,1,4,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chemistry/2012/2012年高考化学试卷（安徽）（解析卷）.docx
chemistry,2013,shandong,independent,2,1,4,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chemistry/2013/2013年高考化学试卷（山东）（解析卷）.docx
chinese,2010,beijing,independent,9,1,4,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2010/2010年高考语文试卷（北京）（解析卷）.docx
chinese,2014,national,national_i,7,1,4,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2014/2014年高考语文试卷（新课标Ⅰ卷）（解析卷）.docx
chinese,2017,tianjin,independent,7,1,4,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2017/2017年高考语文试卷（天津）（解析卷）.docx
chinese,2017,national,national_ii,7,1,4,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2017/2017年高考语文试卷（新课标Ⅱ卷）（解析卷）.docx
english,2012,beijing,independent,27,1,4,1,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/english/2012/2012年高考英语试卷（北京）（解析卷）.docx
english,2014,national,national_i,36,1,4,20,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/english/2014/2014年高考英语试卷（新课标Ⅰ卷）（解析卷）.docx
english,2023,zhejiang,independent,37,1,4,20,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/english/2023/2023年高考英语试卷（浙江）（1月）（解析卷）.docx
geography,2011,sichuan,independent,12,1,4,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/geography/2011/2011年高考地理试卷（四川）（解析卷）.docx
geography,2015,zhejiang,independent,10,1,4,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/geography/2015/2015年高考地理试卷（浙江）（6月）（解析卷）.docx
geography,2023,chongqing,independent,15,1,4,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/geography/2023/2023年高考地理试卷（重庆）（解析卷）.docx
physics,2021,tianjin,independent,11,1,4,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/physics/2021/2021年高考物理试卷（天津）（解析卷）.docx
politics,2018,national,national_i,12,1,4,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/politics/2018/2018年高考政治试卷（新课标Ⅰ）（解析卷）.docx
politics,2018,hainan,independent,21,1,4,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/politics/2018/2018年高考政治试卷（海南）（解析卷）.docx
biology,2019,tianjin,independent,7,1,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/biology/2019/2019年高考生物试卷（天津）（解析卷）.docx
biology,2020,beijing,independent,20,1,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/biology/2020/2020年高考生物试卷（北京）（解析卷）.docx
chemistry,2023,hunan,independent,17,1,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/chemistry/2023/2023年高考化学试卷（湖南）（解析卷）.docx
chemistry,2023,chongqing,independent,15,1,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/chemistry/2023/2023年高考化学试卷（重庆）（解析卷）.docx
english,2014,anhui,independent,50,1,3,20,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/english/2014/2014年高考英语试卷（安徽）（解析卷）.docx
biology,2021,beijing,independent,17,1,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/biology/2021/2021年高考生物试卷（北京）（解析卷）.docx
english,2014,shaanxi,independent,22,1,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/english/2014/2014年高考英语试卷（陕西）（解析卷）.docx
biology,2024,hunan,independent,19,1,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/biology/2024/2024年高考生物试卷（湖南）（解析卷）.docx
geography,2021,tianjin,independent,15,1,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/geography/2021/2021年高考地理试卷（天津）（解析卷）.docx
biology,2024,jiangsu,independent,2,1,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/biology/2024/2024年高考生物试卷（江苏）（解析卷）.docx
chinese,2013,national,national_i,8,1,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2013/2013年高考语文试卷（新课标Ⅰ卷）（解析卷）.docx
physics,2024,zhejiang,independent,18,1,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/physics/2024/2024年高考物理试卷（浙江）（1月）（解析卷）.docx
history,2021,hainan,independent,6,1,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/history/2021/2021年高考历史试卷（海南）（解析卷）.docx
biology,2012,shandong,independent,1,1,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/biology/2012/2012年高考生物试卷（山东）（解析卷）.docx
biology,2012,guangdong,independent,5,1,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/biology/2012/2012年高考生物试卷（广东）（解析卷）.docx
geography,2010,guangdong,independent,11,1,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/geography/2010/2010年高考地理试卷（广东）（解析卷）.docx
politics,2024,liaoning,independent,3,1,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/politics/2024/2024年高考政治试卷（辽宁）（解析卷）.docx
history,2023,guangdong,independent,3,1,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/history/2023/2023年高考历史试卷（广东）（解析卷）.docx
history,2023,liaoning,independent,17,1,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/history/2023/2023年高考历史试卷（辽宁）（解析卷）.docx
chinese,2011,tianjin,independent,8,1,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2011/2011年高考语文试卷（天津）（解析卷）.docx
chinese,2013,tianjin,independent,8,1,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2013/2013年高考语文试卷（天津）（解析卷）.docx
geography,2008,tianjin,independent,11,1,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/geography/2008/2008年高考地理试卷（天津）（解析卷）.docx
chemistry,2022,chongqing,independent,19,1,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/chemistry/2022/2022年高考化学试卷（重庆）（解析卷）.docx
politics,2017,beijing,independent,12,1,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/politics/2017/2017年高考政治试卷（北京）（解析卷）.docx
biology,2015,guangdong,independent,7,1,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/biology/2015/2015年高考生物试卷（广东）（解析卷）.docx
english,2008,sichuan,independent,35,1,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/english/2008/2008年高考英语试卷（四川）（解析卷）.docx
physics,2013,shanghai,independent,8,1,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/physics/2013/2013年高考物理试卷（上海）（解析卷）.docx
physics,2015,shandong,independent,9,1,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/physics/2015/2015年高考物理试卷（山东）（解析卷）.docx
physics,2015,guangdong,independent,9,1,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/physics/2015/2015年高考物理试卷（广东）（解析卷）.docx
physics,2015,chongqing,independent,4,1,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/physics/2015/2015年高考物理试卷（重庆）（解析卷）.docx
politics,2014,national,national_ii,12,1,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/politics/2014/2014年高考政治试卷（新课标Ⅱ）（解析卷）.docx
math,2014,anhui,independent,5,1,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/math/2014/2014年高考数学试卷（文）（安徽）（解析卷）.docx
