question_id,question_uid,subject_code,stem_60chars,kp1_id,kp1_name,kp1_sim,kp2_id,kp2_name,kp2_sim,kp3_id,kp3_name,kp3_sim,review_status,review_kp_id,review_kp_name,notes
7601,geography_2024_hubei_002,geography,推测影响武汉大学樱花开花早晚的主要气象因素是（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7602,geography_2024_hubei_003,geography,武汉大学作为全国知名度极高的赏樱地，其独特魅力在于（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7603,geography_2024_hubei_004,geography,该市1978～2015年食物消费结构变化特点主要表现为（ ）,GEO-X3-275,第四节 海洋空间资源开发与国家安全 - 26 -,0.083,GEO-B1-245,第三节 地球的历史,,GEO-B1-244,第二节 太阳对地球的影响,,,,,
7604,geography_2024_hubei_005,geography,碳足迹系数为某类食物产生的碳足迹与该类食物的消费量之比。下列食物中碳足迹系数最大的是（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7605,geography_2024_hubei_006,geography,倡导绿色低碳生活，可行的饮食方式有（ ） ①保证营养需求的同时，将动物源食物消费保持在合理范围 ②保持动物源食物占比，由,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7607,geography_2024_hubei_008,geography,由图可知，以下描述合理的是（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7608,geography_2024_hubei_009,geography,影响上海街道主要方向形成的关键自然因素是（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7609,geography_2024_hubei_010,geography,据图分析，下列情况中，地下水排泄条件最好的是（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7610,geography_2024_hubei_011,geography,图中所示的四个钻孔中可打出淡水的是（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7611,geography_2024_hubei_012,geography,为保证水质优良、水量充足，该区地下水开采的最优策略是（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7612,geography_2024_hubei_013,geography,沿采样点1至9方向，沙粒（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7616,geography_2024_hubei_017,geography,阅读图文材料，完成下列要求。 宁夏古灌溉工程遗产拥有庞大完整的灌溉渠系，为黄河灌区内的农业发展提供了完善的水利保障。宁夏,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7618,geography_2024_hunan_001,geography,古时石牌镇豆腐声名远播，主要得益于（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7619,geography_2024_hunan_002,geography,当前有些“石牌豆腐郎”将豆制品加工企业迁回家乡发展，看重的是该镇的（ ） ①产业基础 ②人才优势 ③劳动力数量 ④市场需,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7620,geography_2024_hunan_003,geography,随着产业规模的扩大，为保障“石牌豆腐”品质，可采取的有效举措是（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7621,geography_2024_hunan_004,geography,测算人口数量与统计人口数量差异最显著的年龄段及该年龄段两者数量差异形成的原因（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7623,geography_2024_hunan_006,geography,西庄村形成图示空间次序，是因为（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7624,geography_2024_hunan_007,geography,“精雕”选择在以厅堂为中心的院落中进行，主要是为了（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7626,geography_2024_hunan_009,geography,理想的采样监测天气是（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7627,geography_2024_hunan_010,geography,与自行车道相比，关于人行道上积累最明显的颗粒物及其对应的植被类型，判断正确的是（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7628,geography_2024_hunan_011,geography,在优先考虑降低颗粒物对居民区影响的同时，为尽量减少其对行人的影响，该都市从人行道到居民区绿化植被配置合理的是（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7629,geography_2024_hunan_012,geography,关于甲、乙两时期谷底品尼松的生长状态和影响其生长的外力作用，推断正确的是（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7630,geography_2024_hunan_013,geography,在谷底冲沟附近，有部分品尼松树干下半部原有枝条消失，最可能是因为（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7631,geography_2024_hunan_014,geography,在乙时期，谷坡的品尼松年轮增长距平值与谷底的相反，可能原因是谷坡（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7632,geography_2024_hunan_015,geography,第一次和第二次强降雨可能出现的时段分别为（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7637,geography_2024_jiangsu_001,geography,图中最能体现喀斯特地貌景观特征的是（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7638,geography_2024_jiangsu_002,geography,该景观处于（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7639,geography_2024_jiangsu_003,geography,据图推断，该日是（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7640,geography_2024_jiangsu_004,geography,图示时刻，北京时间大约是（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7641,geography_2024_jiangsu_005,geography,经过6小时，昼夜状况是（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7643,geography_2024_jiangsu_007,geography,推测此次天气过程引发的对流，在夜晚将（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7644,geography_2024_jiangsu_008,geography,天坑底部的堆积体总体上（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7647,geography_2024_jiangsu_011,geography,奎甘市位于伊犁河入湖口，该地区农业发展特色（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7649,geography_2024_jiangsu_013,geography,泛美公路建设初期，达连隘口段公路未修建的主要自然原因是（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7651,geography_2024_jiangsu_015,geography,农业社会时期，景迈山的经济发展模式属于（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7652,geography_2024_jiangsu_016,geography,上世纪90年代，景迈山部分古茶林被改为现代茶园的主要原因是古树茶（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7653,geography_2024_jiangsu_017,geography,景迈山文化遗产保护面临的最大困难在于（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7655,geography_2024_jiangsu_019,geography,图中甲处地块平行于主河道，主要由于（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7662,geography_2024_jiangxi_001,geography,越南民众纷纷转而购买电动摩托车，考虑的最主要因素是（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7663,geography_2024_jiangxi_002,geography,M公司计划在越南设立研发中心的主要目的是（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7664,geography_2024_jiangxi_003,geography,M公司的投资有利于越南相关产业（ ） ①劳动力价格降低 ②能耗总量减少 ③转型升级加速 ④国际竞争力提升,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7665,geography_2024_jiangxi_004,geography,应用高速育秧机克服的传统育秧限制因素主要是（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7666,geography_2024_jiangxi_005,geography,与传统育秧比，采用高速育秧机育秧主要是为了（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7667,geography_2024_jiangxi_006,geography,四个省级行政区的铁路货物周转量占比从大到小的排序是（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7668,geography_2024_jiangxi_007,geography,据图判断甲、乙、丙、丁分别可能是（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7671,geography_2024_jiangxi_010,geography,推断北斗卫星导航系统在该预警系统中发挥的作用是（ ） A 采集地表形变数据 B. 分析居民点分布数据,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7675,geography_2024_jiangxi_014,geography,P甲、P乙、P丙分别为甲、乙、丙三个时刻气旋中心气压值，按大小顺序排列，依次是（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7676,geography_2024_jiangxi_015,geography,此次气旋移动过程中，乙时刻渤海海峡出现（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7681,geography_2024_liaoning_001,geography,盐城接收站高效运营的必要条件是（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7682,geography_2024_liaoning_002,geography,盐城接收站将建设附属设施是为了（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7683,geography_2024_liaoning_003,geography,能够提升盐城接收站天然气调峰保供能力的是（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7685,geography_2024_liaoning_005,geography,黏化层形成时期的气候特征是（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7686,geography_2024_liaoning_006,geography,埃森登机场作为专用机场，以下最可能成为其客源的行业是（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7688,geography_2024_liaoning_008,geography,图中现存植被最接近地带性植被的地貌位置是（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7689,geography_2024_liaoning_009,geography,如果流域整体构造抬升，最早演替为地带性植被的是（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7690,geography_2024_liaoning_010,geography,与集聚在中央商务区相比，纳什维尔的专业服务集聚地（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7691,geography_2024_liaoning_011,geography,纳什维尔专业服务集聚能够（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7692,geography_2024_liaoning_012,geography,影响6月恰甫其海表层浮游动物生物量分布的主要因素是（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7693,geography_2024_liaoning_013,geography,9月恰甫其海南岸丰富的碎屑食物吸引浮游动物聚集，这些碎屑食物主要来源于（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7694,geography_2024_liaoning_014,geography,团状村落的主要特征是（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7695,geography_2024_liaoning_015,geography,影响带状村落主轴线和骨架形成主导因子是（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7696,geography_2024_liaoning_016,geography,指状村落集中分布在（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7700,geography_2024_shandong_001,geography,“逐年轮流起收”的主要目的是（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7701,geography_2024_shandong_002,geography,与传统清洗方式相比，采用沉淀式自动方式清洗鳞茎有利于（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7702,geography_2024_shandong_003,geography,为打造全国平贝产业高地，铁力市宜重点布局（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7703,geography_2024_shandong_004,geography,商业小镇沙夫豪森的兴起最可能缘于（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7704,geography_2024_shandong_005,geography,1868年，W厂选址在沙夫豪森的主要影响因素是（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7705,geography_2024_shandong_006,geography,F岛的位置可能是（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7706,geography_2024_shandong_007,geography,当地时间下午，小明去往岛屿最可能是（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7709,geography_2024_shandong_010,geography,导致古锡拉岛演变为环形群岛的主要地质作用是（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7710,geography_2024_shandong_011,geography,锡拉岛上的葡萄在需水量较大的生长期也无需灌溉，主要是因为（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7711,geography_2024_shandong_012,geography,当地农民将葡萄藤盘成篮子状的主要目的是（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7712,geography_2024_shandong_013,geography,该新城的社区居民非工作活动大部分在新城外或社区附近，主要是因为新城（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7713,geography_2024_shandong_014,geography,为达到新城生活空间理想模式状态，该新城未来发展的首要任务是（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7714,geography_2024_shandong_015,geography,达到新城生活空间理想模式状态后，该新城的社区居民日常（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7725,geography_2024_tianjin_002,geography,对图中所示四条河流当前主要功能描述正确的是（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7726,geography_2024_tianjin_003,geography,据图分析，该年北极海冰面积的变化特点是（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7727,geography_2024_tianjin_004,geography,从海气相互作用角度判断，北极海冰面积减少会导致（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7728,geography_2024_tianjin_005,geography,如果只考虑纬度地带性，那么25°S的植被类型应当是（ ）,GEO-X3-275,第四节 海洋空间资源开发与国家安全 - 26 -,0.143,GEO-B1-245,第三节 地球的历史,,GEO-B1-244,第二节 太阳对地球的影响,,,,,
7729,geography_2024_tianjin_006,geography,下列关于澳大利亚东、西两岸水热条件不同的原因最准确的是（ ） A 相对海拔高度差异大 B. 大气环流和海陆位置不同,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7730,geography_2024_tianjin_007,geography,经研究，绘制出的不同时刻锋面高度位置图与实际相符的是（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7732,geography_2024_tianjin_009,geography,官洲岛吸引大批海外知名医药企业研发机构入驻的有利条件有（ ） ①医药研发原料充足②基础设施完善③技术人才丰富④岛屿自然环,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7733,geography_2024_tianjin_010,geography,未来官洲岛附近将继续完善大学城配套设施建设及学校迁入工程，此工程对官洲岛产业升级的推动原因是（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7735,geography_2024_tianjin_012,geography,“七普”数据显示西安人口增加明显，推测与此关联度最小的是（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7737,geography_2024_tianjin_014,geography,该照片拍摄的大致时间是（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7742,geography_2024_national_a_001,geography,中新合作区的工业区对商业区形成强力支撑的原因是工业区带动了（ ） ①人口集聚 ②服务业集聚 ③人才集聚 ④技术集聚,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7744,geography_2024_national_a_002,geography,将中新合作区的住宅区规划在商业区和工业区之间，主要有利于（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7746,geography_2024_national_a_003,geography,从苏州老城主干道向东延伸串联中新合作区各功能区，体现的布局思路是（ ） ①轴向发展 ②职住平衡 ③均衡发展 ④地租递减,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7749,geography_2024_national_a_004,geography,互动娱乐：设计互动游戏和道具，增加游客的参与感和乐趣。,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7754,geography_2024_national_a_006,geography,最能增加该地冰面矿物质的是（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7759,geography_2024_national_a_012,geography,阅读图文材料，完成下列要求。 厄瓜多尔（位置见下图）沿海及附近低海拔地区出产的托奎拉草，新叶质地柔软且富有韧性。用托奎拉,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
7760,geography_2024_national_a_013,geography,阅读图文材料，完成下列要求。 新石器时代以后，今洞庭湖地区一直在沉降。先秦汉晋时期，该地区为河网交错、局部有小湖分布的平,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
9899,geography_2023_beijing_6,geography,该地最可能位于（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
9900,geography_2024_beijing_2,geography,采摘红花时，临近（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
9901,geography_2025_beijing_5,geography,绿电进京（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
9902,geography_2025_beijing_10,geography,据图判断（ ）,GEO-B1-244,第二节 太阳对地球的影响,,GEO-B1-245,第三节 地球的历史,,GEO-B1-243,第一节 地球的宇宙环境,,,,,
1050,history_2022_beijing_1,history,近年，考古工作者在江西国字山发现了战国中期的大型墓葬。该墓葬具有突出的越文化特征，同时又有楚文化和江淮文化等文化因素，墓,HIST-G0-291,第二单元列强侵略与中国人民的反抗斗争,,HIST-G0-292,第三单元近代中国的民主革命,,HIST-G0-290,第一单元古代中国的政治制度,,,,,
1051,history_2022_beijing_2,history,汉代某地区“地广人稀”，到南北朝时期逐渐发展为“民多田少”。这一地区位于下侧示意图中的（ ）,HIST-G0-291,第二单元列强侵略与中国人民的反抗斗争,,HIST-G0-292,第三单元近代中国的民主革命,,HIST-G0-290,第一单元古代中国的政治制度,,,,,
1052,history_2022_beijing_3,history,北宋中期，各地知州积极修建亭台馆榭以供民众游玩，甚至将其作为一项重要政务。欧阳修《丰乐亭记》载：“夫宣上恩德，以与民共乐,HIST-G0-291,第二单元列强侵略与中国人民的反抗斗争,,HIST-G0-292,第三单元近代中国的民主革命,,HIST-G0-290,第一单元古代中国的政治制度,,,,,
1053,history_2022_beijing_4,history,下图的封面形式常见于明代刻本书籍，图中读书的人物为该书编刻者。该图可以佐证明代（ ）,HIST-G0-291,第二单元列强侵略与中国人民的反抗斗争,,HIST-G0-292,第三单元近代中国的民主革命,,HIST-G0-290,第一单元古代中国的政治制度,,,,,
1055,history_2022_beijing_6,history,《海国图志》问世不久即传入日本，当时著名学者佐久间象山感叹自己与魏源“所见亦有暗合者”“真可谓海外同志”，另一日本学者感,HIST-G0-291,第二单元列强侵略与中国人民的反抗斗争,,HIST-G0-292,第三单元近代中国的民主革命,,HIST-G0-290,第一单元古代中国的政治制度,,,,,
1064,history_2022_beijing_15,history,下列史料涉及的历史事件，按时序排列正确的是（ ）①“三国之宗旨，在剥夺日本自从1914年第一次世界大战开始后在太平洋上所,HIST-G0-291,第二单元列强侵略与中国人民的反抗斗争,,HIST-G0-292,第三单元近代中国的民主革命,,HIST-G0-290,第一单元古代中国的政治制度,,,,,
1091,history_2025_beijing_2,history,汉武帝在位中后期，多次巡行祭祀五岳。此后，五岳祭祀的国家制度逐渐完善。读图可知，汉武帝（ ）,HIST-G0-291,第二单元列强侵略与中国人民的反抗斗争,,HIST-G0-292,第三单元近代中国的民主革命,,HIST-G0-290,第一单元古代中国的政治制度,,,,,
1092,history_2025_beijing_3,history,“圣王作制，籍无黄白之别。昔中原丧乱，流寓江左……自尔渐久，人安其业……虽无本邦之名，而有安土之实。今宜正其封疆，以土断,HIST-G0-291,第二单元列强侵略与中国人民的反抗斗争,,HIST-G0-292,第三单元近代中国的民主革命,,HIST-G0-290,第一单元古代中国的政治制度,,,,,
1094,history_2025_beijing_5,history,乾隆初年，白银是核算赋税的标准，官方规定收税时1000文铜钱兑换1两白银。直隶永平府征收赋税时，以铜钱代替白银。但当时市,HIST-G0-313,第二十五单元 19 世纪以来的世界文学艺术,0.143,HIST-G0-292,第三单元近代中国的民主革命,,HIST-G0-291,第二单元列强侵略与中国人民的反抗斗争,,,,,
1095,history_2025_beijing_6,history,“太平军之起，固宗教上之逼迫使然，实则亦非真因……予意当时即无洪秀全，中国亦必不能免于革命。设有人以耶稣教之关系及清政府,HIST-G0-291,第二单元列强侵略与中国人民的反抗斗争,,HIST-G0-292,第三单元近代中国的民主革命,,HIST-G0-290,第一单元古代中国的政治制度,,,,,
1096,history_2025_beijing_7,history,“代表群众利益，由你罢免和选举，不是讲威武，不是讲威武，人人都能监督这政府。亲爱的工友们哪，亲爱的农友们哪，这政府靠咱们,HIST-G0-291,第二单元列强侵略与中国人民的反抗斗争,,HIST-G0-292,第三单元近代中国的民主革命,,HIST-G0-290,第一单元古代中国的政治制度,,,,,
