省份,年份,学科,数学类型,试卷类型,预期目录,预期文件名,预期路径,当前路径
"吉林","2017","理科数学","science","national_ii","吉林高考","2017年吉林高考理科数学试卷原卷版.pdf","吉林高考/2017年吉林高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2017年北京高考数学试卷（理科）（原卷版）.doc"
"吉林","2017","政治","","national_ii","吉林高考","2017年吉林高考政治试卷原卷版.pdf","吉林高考/2017年吉林高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2017年北京市高考政治试卷（原卷版）.doc"
"吉林","2018","文科数学","arts","national_ii","吉林高考","2018年吉林高考文科数学试卷原卷版.pdf","吉林高考/2018年吉林高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2018年北京市高考数学试卷（文科）（原卷版）.doc"
"吉林","2018","理科数学","science","national_ii","吉林高考","2018年吉林高考理科数学试卷原卷版.pdf","吉林高考/2018年吉林高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2018年北京高考数学试卷（理科）（原卷版）.doc"
"吉林","2018","政治","","national_ii","吉林高考","2018年吉林高考政治试卷原卷版.pdf","吉林高考/2018年吉林高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2018年北京市高考政治试卷（原卷版）.doc"
"吉林","2019","文科数学","arts","national_ii","吉林高考","2019年吉林高考文科数学试卷原卷版.pdf","吉林高考/2019年吉林高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2019年北京市高考数学试卷（文科）（原卷版）.doc"
"吉林","2019","理科数学","science","national_ii","吉林高考","2019年吉林高考理科数学试卷原卷版.pdf","吉林高考/2019年吉林高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2019年北京高考数学试卷（理科）（原卷版）.doc"
"吉林","2019","政治","","national_ii","吉林高考","2019年吉林高考政治试卷原卷版.pdf","吉林高考/2019年吉林高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2019年北京市高考政治试卷（原卷版）.doc"
"吉林","2020","文科数学","arts","national_ii","吉林高考","2020年吉林高考文科数学试卷原卷版.pdf","吉林高考/2020年吉林高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2020年北京市高考数学试卷（原卷版）.doc"
"吉林","2020","理科数学","science","national_ii","吉林高考","2020年吉林高考理科数学试卷原卷版.pdf","吉林高考/2020年吉林高考理科数学试卷原卷版.pdf",""
"吉林","2020","政治","","national_ii","吉林高考","2020年吉林高考政治试卷原卷版.pdf","吉林高考/2020年吉林高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2020年北京市高考政治试卷（原卷版）.doc"
"吉林","2021","文科数学","arts","national_ii","吉林高考","2021年吉林高考文科数学试卷原卷版.pdf","吉林高考/2021年吉林高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2021年北京市高考数学试卷（原卷版）.docx"
"吉林","2021","理科数学","science","national_ii","吉林高考","2021年吉林高考理科数学试卷原卷版.pdf","吉林高考/2021年吉林高考理科数学试卷原卷版.pdf",""
"吉林","2021","政治","","national_ii","吉林高考","2021年吉林高考政治试卷原卷版.pdf","吉林高考/2021年吉林高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\.cache.2021年北京市高考政治试卷（原卷版）.pdf"
"吉林","2022","文科数学","arts","national_b","吉林高考","2022年吉林高考文科数学试卷原卷版.pdf","吉林高考/2022年吉林高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2022年新高考北京数学高考真题（原卷版）.docx"
"吉林","2022","理科数学","science","national_b","吉林高考","2022年吉林高考理科数学试卷原卷版.pdf","吉林高考/2022年吉林高考理科数学试卷原卷版.pdf",""
"吉林","2022","政治","","national_b","吉林高考","2022年吉林高考政治试卷原卷版.pdf","吉林高考/2022年吉林高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2022年新高考北京政治高考真题（原卷版）.docx"
"吉林","2023","文科数学","arts","national_b","吉林高考","2023年吉林高考文科数学试卷原卷版.pdf","吉林高考/2023年吉林高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2023年北京高考数学真题（原卷版）.docx"
"吉林","2023","理科数学","science","national_b","吉林高考","2023年吉林高考理科数学试卷原卷版.pdf","吉林高考/2023年吉林高考理科数学试卷原卷版.pdf",""
"吉林","2023","政治","","national_b","吉林高考","2023年吉林高考政治试卷原卷版.pdf","吉林高考/2023年吉林高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2023年高考北京政治真题（原卷版）.docx"
"吉林","2024","数学","unified","new_gaokao_ii","吉林高考","2024年吉林高考数学试卷原卷版.pdf","吉林高考/2024年吉林高考数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2024年北京高考数学真题（原卷版）.docx"
"吉林","2024","政治","","independent","吉林高考","2024年吉林高考政治试卷原卷版.pdf","吉林高考/2024年吉林高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2024年北京高考政治试题（原卷版）.docx"
"吉林","2025","生物","","independent","吉林高考","2025年吉林高考生物试卷原卷版.pdf","吉林高考/2025年吉林高考生物试卷原卷版.pdf","6. 北京高考生物2008-2025\.cache.2025高考北京卷生物真题试卷（原卷版）.pdf"
"吉林","2025","地理","","independent","吉林高考","2025年吉林高考地理试卷原卷版.pdf","吉林高考/2025年吉林高考地理试卷原卷版.pdf","9. 北京高考地理2008-2025\2025年北京高考地理真题（原卷版）.docx"
"吉林","2025","历史","","independent","吉林高考","2025年吉林高考历史试卷原卷版.pdf","吉林高考/2025年吉林高考历史试卷原卷版.pdf","7. 北京高考历史2008-2025\2025年北京高考历史真题（原卷版）.docx"
"吉林","2025","政治","","independent","吉林高考","2025年吉林高考政治试卷原卷版.pdf","吉林高考/2025年吉林高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2025北京高考政治试题（原卷版）.docx"
"辽宁","2008","文科数学","arts","national_ii","辽宁高考","2008年辽宁高考文科数学试卷原卷版.pdf","辽宁高考/2008年辽宁高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2008年北京市高考数学试卷（文科）（原卷版）.doc"
"辽宁","2008","理科数学","science","national_ii","辽宁高考","2008年辽宁高考理科数学试卷原卷版.pdf","辽宁高考/2008年辽宁高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2008年北京高考数学试卷（理科）（原卷版）.doc"
"辽宁","2008","政治","","national_ii","辽宁高考","2008年辽宁高考政治试卷原卷版.pdf","辽宁高考/2008年辽宁高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2008年高考生物试卷（北京）（空白卷）.doc"
"辽宁","2009","文科数学","arts","national_ii","辽宁高考","2009年辽宁高考文科数学试卷原卷版.pdf","辽宁高考/2009年辽宁高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2009年北京市高考数学试卷（文科）（原卷版）.doc"
"辽宁","2009","理科数学","science","national_ii","辽宁高考","2009年辽宁高考理科数学试卷原卷版.pdf","辽宁高考/2009年辽宁高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2009年北京高考数学试卷（理科）（原卷版）.doc"
"辽宁","2009","政治","","national_ii","辽宁高考","2009年辽宁高考政治试卷原卷版.pdf","辽宁高考/2009年辽宁高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2009年北京市高考政治试卷（原卷版）.doc"
"辽宁","2010","文科数学","arts","national_ii","辽宁高考","2010年辽宁高考文科数学试卷原卷版.pdf","辽宁高考/2010年辽宁高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2010年北京市高考数学试卷（文科）（原卷版）.doc"
"辽宁","2010","理科数学","science","national_ii","辽宁高考","2010年辽宁高考理科数学试卷原卷版.pdf","辽宁高考/2010年辽宁高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2010年北京高考数学试卷（理科）（原卷版）.doc"
"辽宁","2010","政治","","national_ii","辽宁高考","2010年辽宁高考政治试卷原卷版.pdf","辽宁高考/2010年辽宁高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2010年北京市高考政治试卷（原卷版）.doc"
"辽宁","2011","文科数学","arts","national_ii","辽宁高考","2011年辽宁高考文科数学试卷原卷版.pdf","辽宁高考/2011年辽宁高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2011年北京市高考数学试卷（文科）（原卷版）.doc"
"辽宁","2011","理科数学","science","national_ii","辽宁高考","2011年辽宁高考理科数学试卷原卷版.pdf","辽宁高考/2011年辽宁高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2011年北京高考数学试卷（理科）（原卷版）.doc"
"辽宁","2011","政治","","national_ii","辽宁高考","2011年辽宁高考政治试卷原卷版.pdf","辽宁高考/2011年辽宁高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2011年北京市高考政治试卷（原卷版）.doc"
"辽宁","2012","文科数学","arts","national_ii","辽宁高考","2012年辽宁高考文科数学试卷原卷版.pdf","辽宁高考/2012年辽宁高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2012年北京市高考数学试卷（文科）（原卷版）.doc"
"辽宁","2012","理科数学","science","national_ii","辽宁高考","2012年辽宁高考理科数学试卷原卷版.pdf","辽宁高考/2012年辽宁高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2012年北京高考数学试卷（理科）（原卷版）.doc"
"辽宁","2012","政治","","national_ii","辽宁高考","2012年辽宁高考政治试卷原卷版.pdf","辽宁高考/2012年辽宁高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2012年北京市高考政治试卷（原卷版）.doc"
"辽宁","2013","文科数学","arts","national_ii","辽宁高考","2013年辽宁高考文科数学试卷原卷版.pdf","辽宁高考/2013年辽宁高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2013年北京市高考数学试卷（文科）（原卷版）.doc"
"辽宁","2013","理科数学","science","national_ii","辽宁高考","2013年辽宁高考理科数学试卷原卷版.pdf","辽宁高考/2013年辽宁高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2013年北京高考数学试卷（理科）（原卷版）.doc"
"辽宁","2013","政治","","national_ii","辽宁高考","2013年辽宁高考政治试卷原卷版.pdf","辽宁高考/2013年辽宁高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2013年北京市高考政治试卷（原卷版）.doc"
"辽宁","2014","文科数学","arts","national_ii","辽宁高考","2014年辽宁高考文科数学试卷原卷版.pdf","辽宁高考/2014年辽宁高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2014年北京市高考数学试卷（文科）（原卷版）.doc"
"辽宁","2014","理科数学","science","national_ii","辽宁高考","2014年辽宁高考理科数学试卷原卷版.pdf","辽宁高考/2014年辽宁高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2014年北京高考数学试卷（理科）（原卷版）.doc"
"辽宁","2014","政治","","national_ii","辽宁高考","2014年辽宁高考政治试卷原卷版.pdf","辽宁高考/2014年辽宁高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2014年北京市高考政治试卷（原卷版）.doc"
"辽宁","2015","文科数学","arts","national_ii","辽宁高考","2015年辽宁高考文科数学试卷原卷版.pdf","辽宁高考/2015年辽宁高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2015年北京市高考数学试卷（文科）（原卷版）.doc"
"辽宁","2015","理科数学","science","national_ii","辽宁高考","2015年辽宁高考理科数学试卷原卷版.pdf","辽宁高考/2015年辽宁高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2015年北京高考数学试卷（理科）（原卷版）.doc"
"辽宁","2015","政治","","national_ii","辽宁高考","2015年辽宁高考政治试卷原卷版.pdf","辽宁高考/2015年辽宁高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2015年北京市高考政治试卷（原卷版）.doc"
"辽宁","2016","文科数学","arts","national_ii","辽宁高考","2016年辽宁高考文科数学试卷原卷版.pdf","辽宁高考/2016年辽宁高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2016年北京市高考数学试卷（文科）（原卷版）.doc"
"辽宁","2016","理科数学","science","national_ii","辽宁高考","2016年辽宁高考理科数学试卷原卷版.pdf","辽宁高考/2016年辽宁高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2016年北京高考数学试卷（理科）（原卷版）.doc"
"辽宁","2016","政治","","national_ii","辽宁高考","2016年辽宁高考政治试卷原卷版.pdf","辽宁高考/2016年辽宁高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2016年北京市高考政治试卷（原卷版）.doc"
"辽宁","2017","文科数学","arts","national_ii","辽宁高考","2017年辽宁高考文科数学试卷原卷版.pdf","辽宁高考/2017年辽宁高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2017年北京市高考数学试卷（文科）（原卷版）.doc"
"辽宁","2017","理科数学","science","national_ii","辽宁高考","2017年辽宁高考理科数学试卷原卷版.pdf","辽宁高考/2017年辽宁高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2017年北京高考数学试卷（理科）（原卷版）.doc"
"辽宁","2017","政治","","national_ii","辽宁高考","2017年辽宁高考政治试卷原卷版.pdf","辽宁高考/2017年辽宁高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2017年北京市高考政治试卷（原卷版）.doc"
"辽宁","2018","文科数学","arts","national_ii","辽宁高考","2018年辽宁高考文科数学试卷原卷版.pdf","辽宁高考/2018年辽宁高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2018年北京市高考数学试卷（文科）（原卷版）.doc"
"辽宁","2018","理科数学","science","national_ii","辽宁高考","2018年辽宁高考理科数学试卷原卷版.pdf","辽宁高考/2018年辽宁高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2018年北京高考数学试卷（理科）（原卷版）.doc"
"辽宁","2018","政治","","national_ii","辽宁高考","2018年辽宁高考政治试卷原卷版.pdf","辽宁高考/2018年辽宁高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2018年北京市高考政治试卷（原卷版）.doc"
"辽宁","2019","文科数学","arts","national_ii","辽宁高考","2019年辽宁高考文科数学试卷原卷版.pdf","辽宁高考/2019年辽宁高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2019年北京市高考数学试卷（文科）（原卷版）.doc"
"辽宁","2019","理科数学","science","national_ii","辽宁高考","2019年辽宁高考理科数学试卷原卷版.pdf","辽宁高考/2019年辽宁高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2019年北京高考数学试卷（理科）（原卷版）.doc"
"辽宁","2019","政治","","national_ii","辽宁高考","2019年辽宁高考政治试卷原卷版.pdf","辽宁高考/2019年辽宁高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2019年北京市高考政治试卷（原卷版）.doc"
"辽宁","2020","文科数学","arts","national_ii","辽宁高考","2020年辽宁高考文科数学试卷原卷版.pdf","辽宁高考/2020年辽宁高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2020年北京市高考数学试卷（原卷版）.doc"
"辽宁","2020","理科数学","science","national_ii","辽宁高考","2020年辽宁高考理科数学试卷原卷版.pdf","辽宁高考/2020年辽宁高考理科数学试卷原卷版.pdf",""
"辽宁","2020","政治","","national_ii","辽宁高考","2020年辽宁高考政治试卷原卷版.pdf","辽宁高考/2020年辽宁高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2020年北京市高考政治试卷（原卷版）.doc"
"辽宁","2021","数学","unified","new_gaokao_ii","辽宁高考","2021年辽宁高考数学试卷原卷版.pdf","辽宁高考/2021年辽宁高考数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2021年北京市高考数学试卷（原卷版）.docx"
"辽宁","2021","政治","","independent","辽宁高考","2021年辽宁高考政治试卷原卷版.pdf","辽宁高考/2021年辽宁高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\.cache.2021年北京市高考政治试卷（原卷版）.pdf"
"辽宁","2022","数学","unified","new_gaokao_ii","辽宁高考","2022年辽宁高考数学试卷原卷版.pdf","辽宁高考/2022年辽宁高考数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2022年新高考北京数学高考真题（原卷版）.docx"
"辽宁","2022","政治","","independent","辽宁高考","2022年辽宁高考政治试卷原卷版.pdf","辽宁高考/2022年辽宁高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2022年新高考北京政治高考真题（原卷版）.docx"
"辽宁","2023","数学","unified","new_gaokao_ii","辽宁高考","2023年辽宁高考数学试卷原卷版.pdf","辽宁高考/2023年辽宁高考数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2023年北京高考数学真题（原卷版）.docx"
"辽宁","2023","政治","","independent","辽宁高考","2023年辽宁高考政治试卷原卷版.pdf","辽宁高考/2023年辽宁高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2023年高考北京政治真题（原卷版）.docx"
"辽宁","2024","数学","unified","new_gaokao_ii","辽宁高考","2024年辽宁高考数学试卷原卷版.pdf","辽宁高考/2024年辽宁高考数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2024年北京高考数学真题（原卷版）.docx"
"辽宁","2024","政治","","independent","辽宁高考","2024年辽宁高考政治试卷原卷版.pdf","辽宁高考/2024年辽宁高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2024年北京高考政治试题（原卷版）.docx"
"辽宁","2025","生物","","independent","辽宁高考","2025年辽宁高考生物试卷原卷版.pdf","辽宁高考/2025年辽宁高考生物试卷原卷版.pdf","6. 重庆高考生物2008-2025\2025年高考生物真题及答案.pdf"
"辽宁","2025","地理","","independent","辽宁高考","2025年辽宁高考地理试卷原卷版.pdf","辽宁高考/2025年辽宁高考地理试卷原卷版.pdf","9. 北京高考地理2008-2025\2025年北京高考地理真题（原卷版）.docx"
"辽宁","2025","历史","","independent","辽宁高考","2025年辽宁高考历史试卷原卷版.pdf","辽宁高考/2025年辽宁高考历史试卷原卷版.pdf","7. 北京高考历史2008-2025\2025年北京高考历史真题（原卷版）.docx"
"辽宁","2025","政治","","independent","辽宁高考","2025年辽宁高考政治试卷原卷版.pdf","辽宁高考/2025年辽宁高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2025北京高考政治试题（原卷版）.docx"
"内蒙古","2008","文科数学","arts","national_ii","内蒙古高考","2008年内蒙古高考文科数学试卷原卷版.pdf","内蒙古高考/2008年内蒙古高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2008年北京市高考数学试卷（文科）（原卷版）.doc"
"内蒙古","2008","理科数学","science","national_ii","内蒙古高考","2008年内蒙古高考理科数学试卷原卷版.pdf","内蒙古高考/2008年内蒙古高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2008年北京高考数学试卷（理科）（原卷版）.doc"
"内蒙古","2008","政治","","national_ii","内蒙古高考","2008年内蒙古高考政治试卷原卷版.pdf","内蒙古高考/2008年内蒙古高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2008年高考生物试卷（北京）（空白卷）.doc"
"内蒙古","2009","文科数学","arts","national_ii","内蒙古高考","2009年内蒙古高考文科数学试卷原卷版.pdf","内蒙古高考/2009年内蒙古高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2009年北京市高考数学试卷（文科）（原卷版）.doc"
"内蒙古","2009","理科数学","science","national_ii","内蒙古高考","2009年内蒙古高考理科数学试卷原卷版.pdf","内蒙古高考/2009年内蒙古高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2009年北京高考数学试卷（理科）（原卷版）.doc"
"内蒙古","2009","政治","","national_ii","内蒙古高考","2009年内蒙古高考政治试卷原卷版.pdf","内蒙古高考/2009年内蒙古高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2009年北京市高考政治试卷（原卷版）.doc"
"内蒙古","2010","文科数学","arts","national_ii","内蒙古高考","2010年内蒙古高考文科数学试卷原卷版.pdf","内蒙古高考/2010年内蒙古高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2010年北京市高考数学试卷（文科）（原卷版）.doc"
"内蒙古","2010","理科数学","science","national_ii","内蒙古高考","2010年内蒙古高考理科数学试卷原卷版.pdf","内蒙古高考/2010年内蒙古高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2010年北京高考数学试卷（理科）（原卷版）.doc"
"内蒙古","2010","政治","","national_ii","内蒙古高考","2010年内蒙古高考政治试卷原卷版.pdf","内蒙古高考/2010年内蒙古高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2010年北京市高考政治试卷（原卷版）.doc"
"内蒙古","2011","文科数学","arts","national_ii","内蒙古高考","2011年内蒙古高考文科数学试卷原卷版.pdf","内蒙古高考/2011年内蒙古高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2011年北京市高考数学试卷（文科）（原卷版）.doc"
"内蒙古","2011","理科数学","science","national_ii","内蒙古高考","2011年内蒙古高考理科数学试卷原卷版.pdf","内蒙古高考/2011年内蒙古高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2011年北京高考数学试卷（理科）（原卷版）.doc"
"内蒙古","2011","政治","","national_ii","内蒙古高考","2011年内蒙古高考政治试卷原卷版.pdf","内蒙古高考/2011年内蒙古高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2011年北京市高考政治试卷（原卷版）.doc"
"内蒙古","2012","文科数学","arts","national_ii","内蒙古高考","2012年内蒙古高考文科数学试卷原卷版.pdf","内蒙古高考/2012年内蒙古高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2012年北京市高考数学试卷（文科）（原卷版）.doc"
"内蒙古","2012","理科数学","science","national_ii","内蒙古高考","2012年内蒙古高考理科数学试卷原卷版.pdf","内蒙古高考/2012年内蒙古高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2012年北京高考数学试卷（理科）（原卷版）.doc"
"内蒙古","2012","政治","","national_ii","内蒙古高考","2012年内蒙古高考政治试卷原卷版.pdf","内蒙古高考/2012年内蒙古高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2012年北京市高考政治试卷（原卷版）.doc"
"内蒙古","2013","文科数学","arts","national_ii","内蒙古高考","2013年内蒙古高考文科数学试卷原卷版.pdf","内蒙古高考/2013年内蒙古高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2013年北京市高考数学试卷（文科）（原卷版）.doc"
"内蒙古","2013","理科数学","science","national_ii","内蒙古高考","2013年内蒙古高考理科数学试卷原卷版.pdf","内蒙古高考/2013年内蒙古高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2013年北京高考数学试卷（理科）（原卷版）.doc"
"内蒙古","2013","政治","","national_ii","内蒙古高考","2013年内蒙古高考政治试卷原卷版.pdf","内蒙古高考/2013年内蒙古高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2013年北京市高考政治试卷（原卷版）.doc"
"内蒙古","2014","文科数学","arts","national_ii","内蒙古高考","2014年内蒙古高考文科数学试卷原卷版.pdf","内蒙古高考/2014年内蒙古高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2014年北京市高考数学试卷（文科）（原卷版）.doc"
"内蒙古","2014","理科数学","science","national_ii","内蒙古高考","2014年内蒙古高考理科数学试卷原卷版.pdf","内蒙古高考/2014年内蒙古高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2014年北京高考数学试卷（理科）（原卷版）.doc"
"内蒙古","2014","政治","","national_ii","内蒙古高考","2014年内蒙古高考政治试卷原卷版.pdf","内蒙古高考/2014年内蒙古高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2014年北京市高考政治试卷（原卷版）.doc"
"内蒙古","2015","文科数学","arts","national_ii","内蒙古高考","2015年内蒙古高考文科数学试卷原卷版.pdf","内蒙古高考/2015年内蒙古高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2015年北京市高考数学试卷（文科）（原卷版）.doc"
"内蒙古","2015","理科数学","science","national_ii","内蒙古高考","2015年内蒙古高考理科数学试卷原卷版.pdf","内蒙古高考/2015年内蒙古高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2015年北京高考数学试卷（理科）（原卷版）.doc"
"内蒙古","2015","政治","","national_ii","内蒙古高考","2015年内蒙古高考政治试卷原卷版.pdf","内蒙古高考/2015年内蒙古高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2015年北京市高考政治试卷（原卷版）.doc"
"内蒙古","2016","文科数学","arts","national_ii","内蒙古高考","2016年内蒙古高考文科数学试卷原卷版.pdf","内蒙古高考/2016年内蒙古高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2016年北京市高考数学试卷（文科）（原卷版）.doc"
"内蒙古","2016","理科数学","science","national_ii","内蒙古高考","2016年内蒙古高考理科数学试卷原卷版.pdf","内蒙古高考/2016年内蒙古高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2016年北京高考数学试卷（理科）（原卷版）.doc"
"内蒙古","2016","政治","","national_ii","内蒙古高考","2016年内蒙古高考政治试卷原卷版.pdf","内蒙古高考/2016年内蒙古高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2016年北京市高考政治试卷（原卷版）.doc"
"内蒙古","2017","文科数学","arts","national_ii","内蒙古高考","2017年内蒙古高考文科数学试卷原卷版.pdf","内蒙古高考/2017年内蒙古高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2017年北京市高考数学试卷（文科）（原卷版）.doc"
"内蒙古","2017","理科数学","science","national_ii","内蒙古高考","2017年内蒙古高考理科数学试卷原卷版.pdf","内蒙古高考/2017年内蒙古高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2017年北京高考数学试卷（理科）（原卷版）.doc"
"内蒙古","2017","政治","","national_ii","内蒙古高考","2017年内蒙古高考政治试卷原卷版.pdf","内蒙古高考/2017年内蒙古高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2017年北京市高考政治试卷（原卷版）.doc"
"内蒙古","2018","文科数学","arts","national_ii","内蒙古高考","2018年内蒙古高考文科数学试卷原卷版.pdf","内蒙古高考/2018年内蒙古高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2018年北京市高考数学试卷（文科）（原卷版）.doc"
"内蒙古","2018","理科数学","science","national_ii","内蒙古高考","2018年内蒙古高考理科数学试卷原卷版.pdf","内蒙古高考/2018年内蒙古高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2018年北京高考数学试卷（理科）（原卷版）.doc"
"内蒙古","2018","政治","","national_ii","内蒙古高考","2018年内蒙古高考政治试卷原卷版.pdf","内蒙古高考/2018年内蒙古高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2018年北京市高考政治试卷（原卷版）.doc"
"内蒙古","2019","文科数学","arts","national_ii","内蒙古高考","2019年内蒙古高考文科数学试卷原卷版.pdf","内蒙古高考/2019年内蒙古高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2019年北京市高考数学试卷（文科）（原卷版）.doc"
"内蒙古","2019","理科数学","science","national_ii","内蒙古高考","2019年内蒙古高考理科数学试卷原卷版.pdf","内蒙古高考/2019年内蒙古高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2019年北京高考数学试卷（理科）（原卷版）.doc"
"内蒙古","2019","政治","","national_ii","内蒙古高考","2019年内蒙古高考政治试卷原卷版.pdf","内蒙古高考/2019年内蒙古高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2019年北京市高考政治试卷（原卷版）.doc"
"内蒙古","2020","文科数学","arts","national_ii","内蒙古高考","2020年内蒙古高考文科数学试卷原卷版.pdf","内蒙古高考/2020年内蒙古高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2020年北京市高考数学试卷（原卷版）.doc"
"内蒙古","2020","理科数学","science","national_ii","内蒙古高考","2020年内蒙古高考理科数学试卷原卷版.pdf","内蒙古高考/2020年内蒙古高考理科数学试卷原卷版.pdf",""
